pig_id,day_age,weight_kg,daily_feed_intake_kg,avg_temperature
LTW-005,195,84.88,3.168,29.8
LTW-005,196,85.65,3.107,29.6
LTW-005,197,86.13,3.101,30.0
LTW-005,198,86.03,3.022,29.7
LTW-005,199,86.64,3.222,30.4
LTW-005,200,86.75,3.162,30.4
LTW-005,201,87.72,3.178,29.2
LTW-005,202,88.68,3.176,29.5
LTW-005,203,87.98,3.254,28.4
LTW-005,204,88.38,3.275,32.0
LTW-005,205,89.46,3.34,29.2
LTW-005,206,89.63,3.195,27.9
LTW-005,207,90.51,3.192,30.5
LTW-005,208,90.52,3.278,27.9
LTW-005,209,90.97,3.301,30.0
LTW-005,210,91.33,3.33,30.6
LTW-005,211,91.19,3.376,29.7
LTW-005,212,92.65,3.362,31.2
LTW-005,213,92.47,3.31,29.3
LTW-005,214,92.97,3.372,28.9
LTW-005,215,93.11,3.37,30.1
LTW-005,216,93.63,3.384,31.0
LTW-005,217,93.99,3.415,27.6
LTW-005,218,94.57,3.525,28.6
LTW-005,219,94.35,3.45,25.2
LTW-005,220,95.36,3.545,27.3
LTW-005,221,95.91,3.467,25.9
LTW-005,222,95.23,3.495,28.4
LTW-005,223,95.83,3.429,26.4
LTW-005,224,96.69,3.51,26.5
LTW-005,225,96.87,3.56,26.7
LTW-005,226,97.1,3.435,27.2
LTW-005,227,97.33,3.556,27.7
LTW-005,228,97.29,3.438,26.2
LTW-005,229,98.09,3.63,25.8
LTW-005,230,98.51,3.581,24.4
LTW-005,231,98.35,3.651,27.4
LTW-005,232,98.82,3.555,26.5
LTW-005,233,98.92,3.542,26.3
LTW-005,234,100.02,3.522,26.7
LTW-005,235,99.9,3.554,23.7
LTW-005,236,100.21,3.575,27.4
LTW-005,237,100.52,3.641,25.3
LTW-005,238,100.96,3.585,25.5
LTW-005,239,101.25,3.591,24.2
LTW-005,240,101.38,3.66,25.3
LTW-005,241,101.74,3.654,25.5
LTW-005,242,102.26,3.7,25.3
LTW-005,243,102.33,3.682,25.0
LTW-005,244,102.14,3.622,25.0
LTW-005,245,102.88,3.683,23.4
LTW-005,246,103.59,3.743,24.6
LTW-005,247,103.62,3.757,21.7
LTW-005,248,103.96,3.729,25.9
LTW-005,249,104.26,3.748,26.8
LTW-005,250,104.17,3.77,21.1
LTW-005,251,104.46,3.74,23.4
LTW-005,252,104.74,3.732,21.5
LTW-005,253,104.83,3.833,19.0
LTW-005,254,105.43,3.76,21.4
LTW-005,255,105.02,3.747,20.8
LTW-005,256,105.51,3.76,21.5
LTW-005,257,106.08,3.672,19.1
LTW-005,258,106.28,3.883,22.5
LTW-005,259,106.54,3.776,19.4
LTW-005,260,106.77,3.741,24.5
LTW-005,261,106.74,3.778,20.0
LTW-005,262,107.23,3.745,19.0
LTW-005,263,107.43,3.939,17.8
LTW-005,264,107.67,3.815,19.2
LTW-005,265,108.02,3.838,18.8
LTW-005,266,107.85,3.769,19.4
LTW-005,267,108.18,3.932,17.3
LTW-005,268,108.54,3.799,18.6
LTW-005,269,109.1,3.889,18.7
LTW-005,270,108.88,3.809,16.6
LTW-005,271,109.1,3.846,16.5
LTW-005,272,109.25,3.92,19.6
LTW-005,273,109.31,3.852,18.4
LTW-005,274,109.49,3.906,17.3
LTW-005,275,109.67,3.909,15.0
LTW-005,276,109.73,3.936,17.1
LTW-005,277,110.13,3.949,15.7
LTW-005,278,110.56,4.001,17.3
LTW-005,279,110.69,3.983,17.5
LTW-005,280,111.01,3.912,15.6
LTW-005,281,111.48,3.957,15.9
LTW-005,282,111.32,3.959,15.7
LTW-005,283,111.48,3.938,16.6
LTW-005,284,111.76,3.91,16.0
LTW-005,285,111.68,3.941,13.4
LTW-005,286,112.01,3.961,15.0
LTW-005,287,112.74,3.98,18.5
LTW-005,288,112.06,3.972,12.0
LTW-005,289,112.33,3.916,13.8
LTW-005,290,112.76,4.004,11.4
LTW-005,291,112.48,3.978,16.3
LTW-005,292,112.65,3.968,13.7
LTW-005,293,113.19,4.034,14.4
LTW-005,294,113.63,3.964,14.5
LTW-005,295,113.75,3.937,12.6
LTW-005,296,114.14,3.925,12.8
LTW-005,297,113.76,3.922,13.5
LTW-005,298,113.88,3.969,11.0
LTW-005,299,114.31,3.942,13.4
LTW-005,300,113.96,3.922,12.7
LTW-006,1,1.07,0.1,11.2
LTW-006,2,1.0,0.1,9.4
LTW-006,3,1.06,0.105,8.5
LTW-006,4,1.11,0.1,9.8
LTW-006,5,1.17,0.1,4.8
LTW-006,6,1.62,0.1,8.5
LTW-006,7,1.68,0.146,10.7
LTW-006,8,2.58,0.112,8.8
LTW-006,9,2.07,0.1,9.2
LTW-006,10,2.21,0.1,5.8
LTW-006,11,1.99,0.1,8.3
LTW-006,12,1.95,0.1,9.2
LTW-006,13,2.86,0.152,9.0
LTW-006,14,2.23,0.1,11.0
LTW-006,15,2.38,0.115,10.4
LTW-006,16,2.25,0.152,9.5
LTW-006,17,2.45,0.1,9.7
LTW-006,18,2.81,0.129,9.2
LTW-006,19,2.73,0.1,10.2
LTW-006,20,2.83,0.1,12.4
LTW-006,21,3.57,0.2,11.7
LTW-006,22,3.44,0.2,7.0
LTW-006,23,3.43,0.124,9.7
LTW-006,24,3.52,0.1,9.9
LTW-006,25,3.84,0.125,10.0
LTW-006,26,3.65,0.227,5.8
LTW-006,27,4.22,0.157,9.9
LTW-006,28,4.02,0.186,11.7
LTW-006,29,4.91,0.207,8.3
LTW-006,30,4.67,0.142,10.6
LTW-006,31,5.29,0.129,10.2
LTW-006,32,5.11,0.15,11.3
LTW-006,33,5.76,0.163,6.6
LTW-006,34,5.53,0.213,11.3
LTW-006,35,6.29,0.188,10.8
LTW-006,36,6.45,0.233,12.8
LTW-006,37,6.6,0.32,10.7
LTW-006,38,6.73,0.211,11.2
LTW-006,39,7.41,0.226,12.9
LTW-006,40,6.59,0.267,13.6
LTW-006,41,7.95,0.38,13.9
LTW-006,42,8.19,0.325,14.0
LTW-006,43,8.47,0.408,14.6
LTW-006,44,8.27,0.339,14.4
LTW-006,45,8.39,0.337,11.9
LTW-006,46,8.92,0.27,12.3
LTW-006,47,9.1,0.336,11.5
LTW-006,48,10.02,0.369,13.6
LTW-006,49,9.62,0.343,15.4
LTW-006,50,10.2,0.423,14.6
LTW-006,51,10.98,0.485,14.0
LTW-006,52,10.99,0.391,14.2
LTW-006,53,10.86,0.4,15.8
LTW-006,54,11.78,0.497,15.6
LTW-006,55,11.75,0.452,16.8
LTW-006,56,12.16,0.408,12.0
LTW-006,57,12.73,0.515,16.2
LTW-006,58,13.45,0.522,15.2
LTW-006,59,13.38,0.502,16.9
LTW-006,60,13.37,0.597,16.1
LTW-006,61,14.31,0.591,15.4
LTW-006,62,15.5,0.601,16.2
LTW-006,63,15.19,0.641,16.5
LTW-006,64,16.42,0.754,16.7
LTW-006,65,15.68,0.655,17.1
LTW-006,66,16.24,0.624,17.6
LTW-006,67,16.45,0.548,16.0
LTW-006,68,17.14,0.619,16.1
LTW-006,69,17.57,0.746,17.0
LTW-006,70,18.02,0.662,18.2
LTW-006,71,18.31,0.68,17.7
LTW-006,72,19.41,0.841,20.1
LTW-006,73,19.2,0.791,15.6
LTW-006,74,20.13,0.753,16.6
LTW-006,75,20.49,0.819,20.7
LTW-006,76,21.02,0.829,18.2
LTW-006,77,21.41,0.837,20.7
LTW-006,78,22.82,0.856,18.9
LTW-006,79,23.04,0.827,20.7
LTW-006,80,23.08,0.903,19.1
LTW-006,81,23.76,0.942,24.5
LTW-006,82,23.84,0.87,19.0
LTW-006,83,24.42,0.954,20.7
LTW-006,84,25.68,1.056,22.1
LTW-006,85,26.19,1.025,18.9
LTW-006,86,26.43,0.99,22.6
LTW-006,87,26.89,1.087,21.7
LTW-006,88,28.09,1.116,21.0
LTW-006,89,27.92,1.046,21.4
LTW-006,90,28.6,1.153,23.0
LTW-006,91,29.03,1.066,20.6
LTW-006,92,30.12,1.081,20.1
LTW-006,93,30.51,1.115,20.5
LTW-006,94,30.81,1.245,21.4
LTW-006,95,31.31,1.187,21.0
LTW-006,96,32.02,1.272,22.9
LTW-006,97,32.85,1.19,25.7
LTW-006,98,33.25,1.29,25.5
LTW-006,99,33.83,1.353,21.9
LTW-006,100,34.64,1.231,23.8
LTW-006,101,35.29,1.312,24.4
LTW-006,102,35.8,1.438,25.5
LTW-006,103,36.07,1.349,26.0
LTW-006,104,36.83,1.378,24.3
LTW-006,105,37.53,1.381,22.3
LTW-006,106,37.87,1.443,24.8
LTW-006,107,38.84,1.515,22.3
LTW-006,108,39.91,1.562,23.7
LTW-006,109,40.19,1.471,24.3
LTW-006,110,40.93,1.628,28.0
LTW-006,111,41.57,1.57,25.7
LTW-006,112,41.83,1.663,24.0
LTW-006,113,42.53,1.674,27.5
LTW-006,114,43.42,1.603,26.9
LTW-006,115,44.41,1.669,27.4
LTW-006,116,44.85,1.748,29.0
LTW-006,117,45.26,1.596,26.7
LTW-006,118,45.78,1.843,28.2
LTW-006,119,46.02,1.751,30.0
LTW-006,120,47.48,1.713,27.8
LTW-006,121,47.79,1.779,26.4
LTW-006,122,48.53,1.791,30.1
LTW-006,123,49.18,1.863,28.0
LTW-006,124,49.92,1.83,27.4
LTW-006,125,50.0,1.927,28.6
LTW-006,126,51.32,1.953,29.0
LTW-006,127,51.77,1.929,26.9
LTW-006,128,52.31,2.104,29.4
LTW-006,129,53.63,2.065,29.6
LTW-006,130,53.44,1.964,27.1
LTW-006,131,54.17,2.031,31.7
LTW-006,132,54.95,2.082,29.7
LTW-006,133,55.39,2.037,31.7
LTW-006,134,56.34,2.18,26.7
LTW-006,135,57.1,2.224,31.9
LTW-006,136,57.48,2.177,31.2
LTW-006,137,58.48,2.229,31.8
LTW-006,138,59.3,2.304,29.8
LTW-006,139,59.84,2.201,28.1
LTW-006,140,60.16,2.288,28.8
LTW-006,141,60.71,2.254,28.5
LTW-006,142,61.92,2.249,29.6
LTW-006,143,62.21,2.341,27.9
LTW-006,144,63.01,2.361,30.0
LTW-006,145,63.69,2.431,32.0
LTW-006,146,64.28,2.433,28.5
LTW-006,147,65.19,2.456,30.6
LTW-006,148,65.11,2.461,33.3
LTW-006,149,66.49,2.459,30.7
LTW-006,150,66.95,2.429,31.7
LTW-006,151,67.2,2.548,32.3
LTW-006,152,67.68,2.627,32.5
LTW-006,153,68.49,2.654,32.4
LTW-006,154,69.56,2.591,30.7
LTW-006,155,69.91,2.638,32.1
LTW-006,156,69.94,2.66,32.3
LTW-006,157,70.95,2.547,33.0
LTW-006,158,72.12,2.626,32.3
LTW-006,159,72.22,2.694,31.5
LTW-006,160,72.78,2.794,31.1
LTW-006,161,73.37,2.749,32.6
LTW-006,162,74.4,2.731,30.7
LTW-006,163,75.13,2.86,32.9
LTW-006,164,75.54,2.824,32.6
LTW-006,165,75.84,2.764,33.4
LTW-006,166,76.68,2.89,32.6
LTW-006,167,77.1,2.832,32.6
LTW-006,168,77.72,2.881,31.8
LTW-006,169,78.56,2.942,32.2
LTW-006,170,78.56,2.944,31.9
LTW-006,171,79.6,3.006,31.1
LTW-006,172,80.46,2.948,31.1
LTW-006,173,81.33,3.101,35.5
LTW-006,174,80.52,2.991,31.5
LTW-006,175,82.12,3.11,29.7
LTW-006,176,82.81,3.163,32.8
LTW-006,177,83.35,3.056,32.9
LTW-006,178,83.87,3.114,31.5
LTW-006,179,83.84,3.115,34.4
LTW-006,180,84.77,3.149,31.1
LTW-006,181,85.7,3.152,29.3
LTW-006,182,85.91,3.189,30.7
LTW-006,183,86.7,3.187,33.6
LTW-006,184,87.43,3.191,32.8
LTW-006,185,87.61,3.203,34.2
LTW-006,186,88.07,3.21,31.2
LTW-006,187,89.36,3.292,31.1
LTW-006,188,89.95,3.363,32.1
LTW-006,189,89.95,3.34,32.7
LTW-006,190,90.21,3.27,28.3
LTW-006,191,90.58,3.351,30.0
LTW-006,192,91.35,3.366,32.1
LTW-006,193,91.42,3.416,34.2
LTW-006,194,92.53,3.477,29.2
LTW-006,195,93.3,3.407,30.8
LTW-006,196,93.36,3.435,32.9
LTW-006,197,93.69,3.431,31.6
LTW-006,198,94.72,3.455,30.0
LTW-006,199,95.19,3.47,31.8
LTW-006,200,95.71,3.491,29.5
LTW-006,201,96.05,3.557,31.8
LTW-006,202,96.67,3.503,29.4
LTW-006,203,97.34,3.562,28.7
LTW-006,204,97.47,3.549,29.4
LTW-006,205,97.95,3.636,29.5
LTW-006,206,98.28,3.595,29.3
LTW-006,207,99.12,3.625,29.2
LTW-006,208,99.53,3.509,31.9
LTW-006,209,100.23,3.641,28.3
LTW-006,210,100.28,3.621,28.6
LTW-006,211,100.38,3.57,28.6
LTW-006,212,101.57,3.694,30.5
LTW-006,213,101.84,3.727,27.8
LTW-006,214,101.83,3.683,30.0
LTW-006,215,102.25,3.683,29.3
LTW-006,216,103.0,3.755,28.2
LTW-006,217,103.66,3.731,26.3
LTW-006,218,104.12,3.757,26.0
LTW-006,219,104.09,3.85,27.6
LTW-006,220,104.61,3.831,28.3
LTW-006,221,105.05,3.743,28.5
LTW-006,222,106.26,3.835,26.0
LTW-006,223,105.42,3.821,29.5
LTW-006,224,106.21,3.908,26.2
LTW-006,225,106.42,3.899,30.2
LTW-006,226,107.32,3.76,27.0
LTW-006,227,107.41,3.916,27.8
LTW-006,228,108.43,3.866,27.0
LTW-006,229,108.29,3.869,26.2
LTW-006,230,108.72,3.945,26.8
LTW-006,231,109.45,3.924,23.5
LTW-006,232,109.49,3.932,27.2
LTW-006,233,110.67,4.002,26.0
LTW-006,234,110.36,4.039,25.0
LTW-006,235,110.54,3.984,26.3
LTW-006,236,111.56,4.091,27.3
LTW-006,237,111.09,3.896,23.9
LTW-006,238,111.72,3.943,23.8
LTW-006,239,112.57,4.078,23.9
LTW-006,240,112.65,3.974,24.6
LTW-006,241,113.04,4.029,24.1
LTW-006,242,113.75,4.105,23.3
LTW-006,243,113.76,4.095,22.5
LTW-006,244,113.42,4.146,21.9
LTW-006,245,114.68,4.103,20.6
LTW-006,246,114.79,4.06,22.1
LTW-006,247,115.09,4.106,22.3
LTW-006,248,115.16,4.093,21.3
LTW-006,249,115.4,4.121,20.8
LTW-006,250,115.63,4.136,20.4
LTW-006,251,116.44,4.201,19.2
LTW-006,252,116.54,4.089,21.6
LTW-006,253,117.76,4.243,21.7
LTW-006,254,117.28,4.165,19.8
LTW-006,255,118.23,4.297,21.4
LTW-006,256,117.7,4.183,20.4
LTW-006,257,118.15,4.208,21.1
LTW-006,258,118.5,4.308,21.0
LTW-006,259,119.21,4.323,20.7
LTW-006,260,119.23,4.249,21.7
LTW-006,261,119.15,4.204,22.4
LTW-006,262,119.7,4.305,18.9
LTW-006,263,120.61,4.327,20.0
LTW-006,264,120.36,4.415,19.6
LTW-006,265,120.64,4.24,17.2
LTW-006,266,121.27,4.271,17.1
LTW-006,267,121.44,4.249,17.8
LTW-006,268,121.76,4.336,20.6
LTW-006,269,121.76,4.417,18.4
LTW-006,270,122.43,4.29,19.0
LTW-006,271,122.43,4.308,21.5
LTW-006,272,122.69,4.321,20.3
LTW-006,273,123.06,4.352,16.3
LTW-006,274,123.04,4.328,20.2
LTW-006,275,123.61,4.354,13.8
LTW-006,276,123.99,4.331,18.3
LTW-006,277,124.4,4.355,15.4
LTW-006,278,124.16,4.404,18.0
LTW-006,279,124.23,4.363,15.2
LTW-006,280,124.59,4.362,15.4
LTW-006,281,124.48,4.387,14.0
LTW-006,282,125.43,4.434,16.0
LTW-006,283,125.42,4.447,17.3
LTW-006,284,125.2,4.368,15.3
LTW-006,285,126.27,4.464,15.5
LTW-006,286,126.04,4.353,14.9
LTW-006,287,125.99,4.503,15.5
LTW-006,288,127.11,4.533,17.5
LTW-006,289,127.01,4.528,12.9
LTW-006,290,126.69,4.465,12.4
LTW-006,291,127.37,4.515,14.8
LTW-006,292,127.39,4.319,13.7
LTW-006,293,127.95,4.417,14.3
LTW-006,294,127.63,4.476,11.6
LTW-006,295,128.61,4.53,13.5
LTW-006,296,127.54,4.468,16.7
LTW-006,297,129.06,4.541,13.5
LTW-006,298,128.91,4.46,13.0
LTW-006,299,129.18,4.563,14.4
LTW-006,300,128.74,4.548,13.6
LTW-007,1,2.61,0.111,10.0
LTW-007,2,2.51,0.149,8.3
LTW-007,3,2.69,0.144,9.1
LTW-007,4,2.71,0.1,8.5
LTW-007,5,2.34,0.1,7.0
LTW-007,6,2.87,0.147,5.8
LTW-007,7,3.16,0.177,6.9
LTW-007,8,3.21,0.1,7.9
LTW-007,9,3.1,0.16,8.1
LTW-007,10,4.4,0.147,10.5
LTW-007,11,3.34,0.1,9.7
LTW-007,12,3.97,0.15,6.8
LTW-007,13,4.03,0.116,5.3
LTW-007,14,3.84,0.134,8.0
LTW-007,15,4.21,0.114,8.6
LTW-007,16,4.51,0.184,8.2
LTW-007,17,4.5,0.205,14.4
LTW-007,18,4.6,0.202,11.0
LTW-007,19,4.32,0.172,5.7
LTW-007,20,5.2,0.252,6.1
LTW-007,21,5.1,0.27,8.5
LTW-007,22,5.07,0.166,10.5
LTW-007,23,5.12,0.166,12.8
LTW-007,24,5.12,0.205,9.6
LTW-007,25,5.9,0.176,10.1
LTW-007,26,6.62,0.234,10.8
LTW-007,27,6.01,0.231,10.4
LTW-007,28,5.92,0.244,8.2
LTW-007,29,6.43,0.193,8.6
LTW-007,30,7.27,0.338,12.0
LTW-007,31,7.23,0.273,10.6
LTW-007,32,7.26,0.329,12.5
LTW-007,33,6.97,0.29,10.7
LTW-007,34,7.47,0.238,9.7
LTW-007,35,8.54,0.351,11.7
LTW-007,36,8.12,0.307,12.2
LTW-007,37,8.8,0.388,12.6
LTW-007,38,8.66,0.318,13.0
LTW-007,39,8.7,0.274,12.8
LTW-007,40,8.9,0.365,13.0
LTW-007,41,9.2,0.367,16.0
LTW-007,42,9.43,0.354,10.8
LTW-007,43,10.24,0.347,13.3
LTW-007,44,10.17,0.392,13.6
LTW-007,45,10.65,0.449,13.3
LTW-007,46,10.45,0.396,11.5
LTW-007,47,10.47,0.46,15.9
LTW-007,48,11.05,0.403,15.2
LTW-007,49,11.37,0.434,18.0
LTW-007,50,11.29,0.501,12.0
LTW-007,51,11.99,0.485,12.2
LTW-007,52,12.34,0.504,14.9
LTW-007,53,12.73,0.406,16.5
LTW-007,54,12.75,0.513,14.8
LTW-007,55,13.19,0.541,14.3
LTW-007,56,13.54,0.571,17.3
LTW-007,57,13.66,0.543,15.8
LTW-007,58,14.02,0.606,15.4
LTW-007,59,14.58,0.585,16.7
LTW-007,60,14.47,0.492,16.6
LTW-007,61,15.42,0.58,17.0
LTW-007,62,15.68,0.615,17.0
LTW-007,63,16.17,0.73,17.5
LTW-007,64,16.56,0.695,17.6
LTW-007,65,16.66,0.715,17.4
LTW-007,66,17.04,0.631,18.4
LTW-007,67,17.32,0.704,16.6
LTW-007,68,17.59,0.647,17.9
LTW-007,69,17.89,0.731,19.0
LTW-007,70,17.92,0.704,19.2
LTW-007,71,18.98,0.811,19.6
LTW-007,72,19.74,0.71,17.4
LTW-007,73,19.31,0.8,18.8
LTW-007,74,19.28,0.759,18.4
LTW-007,75,20.59,0.8,18.7
LTW-007,76,20.11,0.78,20.5
LTW-007,77,21.37,0.94,20.0
LTW-007,78,22.07,0.896,18.5
LTW-007,79,21.66,0.88,24.2
LTW-007,80,22.21,0.814,18.2
LTW-007,81,22.79,0.809,21.1
LTW-007,82,23.35,0.975,21.4
LTW-007,83,23.73,0.869,20.1
LTW-007,84,23.95,0.937,22.2
LTW-007,85,25.42,0.988,23.3
LTW-007,86,24.91,0.901,22.7
LTW-007,87,24.99,0.955,23.1
LTW-007,88,25.89,1.038,23.4
LTW-007,89,26.58,0.968,20.2
LTW-007,90,26.88,0.977,22.1
LTW-007,91,27.2,1.039,21.0
LTW-007,92,27.34,1.002,20.1
LTW-007,93,27.52,1.131,23.3
LTW-007,94,28.02,1.132,21.9
LTW-007,95,28.51,1.07,24.3
LTW-007,96,29.39,1.114,23.7
LTW-007,97,29.58,1.189,22.0
LTW-007,98,29.91,1.152,21.8
LTW-007,99,30.31,1.216,22.9
LTW-007,100,30.64,1.176,22.1
LTW-007,101,30.78,1.099,23.5
LTW-007,102,31.87,1.268,23.1
LTW-007,103,32.1,1.237,24.2
LTW-007,104,32.55,1.152,26.0
LTW-007,105,33.25,1.283,23.2
LTW-007,106,34.01,1.255,22.3
LTW-007,107,34.28,1.242,24.3
LTW-007,108,35.28,1.387,25.1
LTW-007,109,35.71,1.389,27.0
LTW-007,110,35.94,1.398,29.3
LTW-007,111,36.18,1.399,26.8
LTW-007,112,36.69,1.409,27.1
LTW-007,113,37.03,1.449,24.5
LTW-007,114,37.84,1.37,25.9
LTW-007,115,38.25,1.461,27.8
LTW-007,116,39.03,1.517,27.3
LTW-007,117,38.67,1.528,26.1
LTW-007,118,38.53,0.677,37.7
LTW-007,119,38.54,0.569,38.9
LTW-007,120,38.57,0.781,36.4
LTW-007,121,38.52,0.716,35.9
LTW-007,122,38.42,0.688,40.0
LTW-007,123,38.43,0.837,38.3
LTW-007,124,38.48,0.515,35.6
LTW-007,125,38.4,0.772,35.8
LTW-007,126,38.35,0.772,39.5
LTW-007,127,38.07,0.729,38.6
LTW-007,128,38.08,0.539,38.4
LTW-007,129,38.08,0.702,36.6
LTW-007,130,38.15,0.499,36.0
LTW-007,131,38.03,0.628,37.0
LTW-007,132,37.95,0.72,37.0
LTW-007,133,37.96,0.631,36.5
LTW-007,134,37.92,0.605,37.1
LTW-007,135,38.01,0.717,37.1
LTW-007,136,37.96,0.656,37.6
LTW-007,137,37.9,0.58,38.2
LTW-007,138,49.48,1.764,31.6
LTW-007,139,49.55,1.957,31.1
LTW-007,140,50.23,1.911,32.0
LTW-007,141,50.58,1.875,28.9
LTW-007,142,51.29,1.938,29.4
LTW-007,143,51.63,2.01,29.9
LTW-007,144,52.19,1.942,30.1
LTW-007,145,52.57,2.074,32.2
LTW-007,146,53.24,2.005,30.6
LTW-007,147,53.43,1.994,33.0
LTW-007,148,54.04,1.993,32.4
LTW-007,149,54.85,1.933,29.5
LTW-007,150,55.37,2.075,29.9
LTW-007,151,55.68,2.153,31.2
LTW-007,152,56.43,2.098,32.7
LTW-007,153,56.45,2.129,32.8
LTW-007,154,56.71,2.162,28.7
LTW-007,155,57.76,2.146,31.1
LTW-007,156,58.32,2.187,33.6
LTW-007,157,58.26,2.216,32.3
LTW-007,158,58.91,2.214,34.3
LTW-007,159,59.4,2.174,31.3
LTW-007,160,59.84,2.251,31.5
LTW-007,161,60.72,2.351,31.3
LTW-007,162,60.49,2.274,33.6
LTW-007,163,61.73,2.299,29.0
LTW-007,164,62.13,2.27,30.1
LTW-007,165,61.81,2.237,33.3
LTW-007,166,62.81,2.242,29.4
LTW-007,167,63.78,2.391,32.6
LTW-007,168,64.2,2.378,32.1
LTW-007,169,64.24,2.442,27.8
LTW-007,170,64.07,2.401,31.4
LTW-007,171,65.55,2.41,32.0
LTW-007,172,66.11,2.439,33.7
LTW-007,173,66.02,2.587,33.0
LTW-007,174,66.27,2.466,33.1
LTW-007,175,67.22,2.498,30.4
LTW-007,176,67.67,2.472,32.3
LTW-007,177,67.76,2.532,28.7
LTW-007,178,68.8,2.57,32.3
LTW-007,179,69.02,2.603,33.3
LTW-007,180,69.3,2.558,31.3
LTW-007,181,69.86,2.649,33.3
LTW-007,182,70.3,2.54,33.7
LTW-007,183,71.29,2.567,32.2
LTW-007,184,71.15,2.664,31.7
LTW-007,185,71.25,2.616,29.3
LTW-007,186,72.33,2.669,31.4
LTW-007,187,72.57,2.564,31.0
LTW-007,188,73.55,2.635,30.1
LTW-007,189,73.55,2.779,32.3
LTW-007,190,74.35,2.791,33.2
LTW-007,191,74.31,2.731,29.8
LTW-007,192,74.79,2.693,29.9
LTW-007,193,75.28,2.77,29.7
LTW-007,194,75.52,2.827,33.4
LTW-007,195,76.23,2.838,29.8
LTW-007,196,76.44,2.827,28.6
LTW-007,197,76.72,2.897,27.2
LTW-007,198,76.79,2.889,32.0
LTW-007,199,77.41,2.822,32.0
LTW-007,200,78.6,2.858,30.7
LTW-007,201,78.3,2.859,28.2
LTW-007,202,79.2,2.855,31.4
LTW-007,203,78.61,2.773,30.1
LTW-007,204,79.94,2.936,31.4
LTW-007,205,80.4,2.899,30.9
LTW-007,206,80.64,2.864,31.5
LTW-007,207,81.01,2.894,30.0
LTW-007,208,81.43,3.019,27.0
LTW-007,209,81.71,2.878,27.7
LTW-007,210,82.56,3.047,29.3
LTW-007,211,82.86,3.063,30.5
LTW-007,212,83.07,3.11,32.7
LTW-007,213,83.46,2.991,29.9
LTW-007,214,83.94,3.023,29.1
LTW-007,215,83.98,3.124,28.1
LTW-007,216,84.55,3.02,26.4
LTW-007,217,84.86,3.096,27.2
LTW-007,218,84.92,3.0,28.3
LTW-007,219,85.51,3.106,27.9
LTW-007,220,86.11,3.147,23.4
LTW-007,221,86.29,3.164,25.1
LTW-007,222,86.69,3.179,27.8
LTW-007,223,87.53,3.074,28.1
LTW-007,224,87.66,3.16,28.7
LTW-007,225,88.13,3.13,27.4
LTW-007,226,87.84,3.128,27.2
LTW-007,227,88.49,3.194,26.1
LTW-007,228,89.15,3.186,27.1
LTW-007,229,89.12,3.148,25.4
LTW-007,230,89.61,3.219,26.9
LTW-007,231,89.9,3.318,24.4
LTW-007,232,89.89,3.213,24.7
LTW-007,233,90.46,3.335,21.6
LTW-007,234,90.92,3.284,25.9
LTW-007,235,91.57,3.324,25.2
LTW-007,236,91.46,3.322,22.5
LTW-007,237,92.14,3.318,24.7
LTW-007,238,92.18,3.269,23.6
LTW-007,239,92.66,3.345,26.4
LTW-007,240,93.27,3.318,24.7
LTW-007,241,93.23,3.388,25.8
LTW-007,242,93.59,3.275,23.2
LTW-007,243,94.0,3.353,23.5
LTW-007,244,94.06,3.401,27.5
LTW-007,245,95.03,3.41,24.1
LTW-007,246,95.06,3.409,22.5
LTW-007,247,95.5,3.387,20.7
LTW-007,248,95.03,3.395,20.3
LTW-007,249,95.48,3.401,21.8
LTW-007,250,95.84,3.393,21.8
LTW-007,251,96.6,3.503,24.8
LTW-007,252,96.53,3.433,22.1
LTW-007,253,96.86,3.485,21.0
LTW-007,254,96.93,3.368,21.5
LTW-007,255,97.49,3.442,20.3
LTW-007,256,98.11,3.456,23.0
LTW-007,257,97.79,3.478,22.2
LTW-007,258,98.2,3.571,18.8
LTW-007,259,98.31,3.476,22.9
LTW-007,260,99.31,3.506,20.9
LTW-007,261,99.46,3.461,20.3
LTW-007,262,99.86,3.629,18.8
LTW-007,263,99.46,3.47,18.0
LTW-007,264,100.21,3.608,20.9
LTW-007,265,100.9,3.627,19.6
LTW-007,266,100.83,3.599,19.6
LTW-007,267,100.81,3.598,14.5
LTW-007,268,100.75,3.592,20.4
LTW-007,269,101.82,3.632,21.3
LTW-007,270,101.79,3.604,20.3
LTW-007,271,102.05,3.535,17.8
LTW-007,272,102.98,3.636,19.1
LTW-007,273,102.87,3.695,21.3
LTW-007,274,103.25,3.696,16.3
LTW-007,275,102.95,3.565,19.0
LTW-007,276,103.43,3.636,19.2
LTW-007,277,103.65,3.611,16.0
LTW-007,278,103.95,3.655,15.0
LTW-007,279,104.15,3.631,14.5
LTW-007,280,104.17,3.673,19.1
LTW-007,281,104.09,3.559,16.1
LTW-007,282,104.9,3.712,16.7
LTW-007,283,105.34,3.771,13.3
LTW-007,284,105.69,3.72,16.3
LTW-007,285,105.44,3.701,13.8
LTW-007,286,105.82,3.734,16.5
LTW-007,287,105.88,3.736,13.7
LTW-007,288,106.12,3.746,16.9
LTW-007,289,106.46,3.656,14.5
LTW-007,290,107.36,3.757,15.7
LTW-007,291,106.75,3.8,12.7
LTW-007,292,106.97,3.734,11.1
